Compound_id,Disease_id,relation_type,database
DB00996,DOID:1826,CtD,Hetionet
DB00620,DOID:2841,CtD,Hetionet
DB00999,DOID:585,CtD,Hetionet
DB00744,DOID:2841,CtD,Hetionet
DB00524,DOID:10763,CtD,Hetionet
DB00741,DOID:13189,CtD,Hetionet
DB01268,DOID:263,CtD,Hetionet
DB00238,DOID:635,CtD,Hetionet
DB00795,DOID:7148,CtD,Hetionet
DB01229,DOID:2394,CtD,Hetionet
DB00700,DOID:10763,CtD,Hetionet
DB00373,DOID:10763,CtD,Hetionet
DB00859,DOID:7148,CtD,Hetionet
DB00860,DOID:13189,CtD,Hetionet
DB00273,DOID:6364,CtD,Hetionet
DB00724,DOID:4159,CtD,Hetionet
DB00515,DOID:5041,CtD,Hetionet
DB04868,DOID:2531,CtD,Hetionet
DB00970,DOID:1192,CtD,Hetionet
DB01194,DOID:1686,CtD,Hetionet
DB00443,DOID:8577,CtD,Hetionet
DB00175,DOID:1936,CtD,Hetionet
DB00570,DOID:1612,CtD,Hetionet
DB00997,DOID:2998,CtD,Hetionet
DB00625,DOID:635,CtD,Hetionet
DB00635,DOID:8778,CtD,Hetionet
DB00184,DOID:8577,CtD,Hetionet
DB00704,DOID:0050741,CtD,Hetionet
DB00959,DOID:13189,CtD,Hetionet
DB00871,DOID:2841,CtD,Hetionet
DB00373,DOID:3393,CtD,Hetionet
DB00563,DOID:5041,CtD,Hetionet
DB00214,DOID:10763,CtD,Hetionet
DB00275,DOID:10763,CtD,Hetionet
DB00768,DOID:4481,CtD,Hetionet
DB00627,DOID:1936,CtD,Hetionet
DB00860,DOID:7148,CtD,Hetionet
DB00981,DOID:1686,CtD,Hetionet
DB00860,DOID:9074,CtD,Hetionet
DB01579,DOID:9970,CtD,Hetionet
DB00230,DOID:1826,CtD,Hetionet
DB00912,DOID:9352,CtD,Hetionet
DB00443,DOID:3310,CtD,Hetionet
DB01214,DOID:1686,CtD,Hetionet
DB00481,DOID:1612,CtD,Hetionet
DB00758,DOID:3393,CtD,Hetionet
DB01030,DOID:1192,CtD,Hetionet
DB01005,DOID:8893,CtD,Hetionet
DB00945,DOID:13378,CtD,Hetionet
DB00242,DOID:2377,CtD,Hetionet
DB00997,DOID:4045,CtD,Hetionet
DB00993,DOID:7148,CtD,Hetionet
DB00620,DOID:2377,CtD,Hetionet
DB01133,DOID:5408,CtD,Hetionet
DB01234,DOID:8577,CtD,Hetionet
DB01204,DOID:0060073,CtD,Hetionet
DB00175,DOID:3393,CtD,Hetionet
DB00515,DOID:2531,CtD,Hetionet
DB00598,DOID:10763,CtD,Hetionet
DB00959,DOID:8577,CtD,Hetionet
DB00445,DOID:2394,CtD,Hetionet
DB00794,DOID:1826,CtD,Hetionet
DB00273,DOID:9970,CtD,Hetionet
DB00499,DOID:10283,CtD,Hetionet
DB04572,DOID:2531,CtD,Hetionet
DB00282,DOID:11476,CtD,Hetionet
DB08866,DOID:10283,CtD,Hetionet
DB00541,DOID:1192,CtD,Hetionet
DB00887,DOID:10763,CtD,Hetionet
DB00970,DOID:2998,CtD,Hetionet
DB00635,DOID:9008,CtD,Hetionet
DB00361,DOID:2394,CtD,Hetionet
DB00564,DOID:1826,CtD,Hetionet
DB00967,DOID:4481,CtD,Hetionet
DB00695,DOID:10763,CtD,Hetionet
DB00399,DOID:5408,CtD,Hetionet
DB00741,DOID:8577,CtD,Hetionet
DB00620,DOID:986,CtD,Hetionet
DB00996,DOID:6364,CtD,Hetionet
DB00853,DOID:1319,CtD,Hetionet
DB00332,DOID:2841,CtD,Hetionet
DB00424,DOID:4989,CtD,Hetionet
DB00455,DOID:4481,CtD,Hetionet
DB00829,DOID:1826,CtD,Hetionet
DB00445,DOID:1612,CtD,Hetionet
DB00822,DOID:0050741,CtD,Hetionet
DB01033,DOID:8778,CtD,Hetionet
DB01248,DOID:10534,CtD,Hetionet
DB00180,DOID:4481,CtD,Hetionet
DB00252,DOID:1826,CtD,Hetionet
DB00997,DOID:3571,CtD,Hetionet
DB01042,DOID:1192,CtD,Hetionet
DB00959,DOID:2377,CtD,Hetionet
DB01351,DOID:1826,CtD,Hetionet
DB01193,DOID:10763,CtD,Hetionet
DB00443,DOID:2841,CtD,Hetionet
DB00381,DOID:10763,CtD,Hetionet
DB00657,DOID:10763,CtD,Hetionet
DB00570,DOID:2994,CtD,Hetionet
DB01359,DOID:10763,CtD,Hetionet
DB00445,DOID:184,CtD,Hetionet
DB08906,DOID:2841,CtD,Hetionet
DB00541,DOID:219,CtD,Hetionet
DB00694,DOID:2531,CtD,Hetionet
DB00471,DOID:4481,CtD,Hetionet
DB00635,DOID:7148,CtD,Hetionet
DB00544,DOID:4159,CtD,Hetionet
DB00860,DOID:2377,CtD,Hetionet
DB00445,DOID:11054,CtD,Hetionet
DB01234,DOID:2377,CtD,Hetionet
DB01168,DOID:1319,CtD,Hetionet
DB00282,DOID:5408,CtD,Hetionet
DB00783,DOID:11476,CtD,Hetionet
DB00816,DOID:2841,CtD,Hetionet
DB00860,DOID:8893,CtD,Hetionet
DB01265,DOID:2043,CtD,Hetionet
DB01030,DOID:1324,CtD,Hetionet
DB01101,DOID:5041,CtD,Hetionet
DB00603,DOID:363,CtD,Hetionet
DB01175,DOID:3312,CpD,Hetionet
DB00321,DOID:7148,CpD,Hetionet
DB00176,DOID:594,CpD,Hetionet
DB01037,DOID:10652,CpD,Hetionet
DB00945,DOID:9074,CpD,Hetionet
DB01100,DOID:11119,CpD,Hetionet
DB00328,DOID:7147,CpD,Hetionet
DB00218,DOID:3083,CpD,Hetionet
DB00989,DOID:14330,CpD,Hetionet
DB00203,DOID:418,CpD,Hetionet
DB00500,DOID:8398,CpD,Hetionet
DB01224,DOID:12849,CpD,Hetionet
DB01104,DOID:5419,CpD,Hetionet
DB00996,DOID:9074,CpD,Hetionet
DB01175,DOID:1595,CpD,Hetionet
DB00104,DOID:4989,CpD,Hetionet
DB00741,DOID:263,CpD,Hetionet
DB01267,DOID:5419,CpD,Hetionet
DB01068,DOID:14330,CpD,Hetionet
DB01200,DOID:14330,CpD,Hetionet
DB00692,DOID:10763,CpD,Hetionet
DB00402,DOID:2377,CpD,Hetionet
DB00810,DOID:14330,CpD,Hetionet
DB01063,DOID:5419,CpD,Hetionet
DB01255,DOID:1094,CpD,Hetionet
DB00215,DOID:1595,CpD,Hetionet
DB00230,DOID:9074,CpD,Hetionet
DB00500,DOID:7148,CpD,Hetionet
DB00980,DOID:14330,CpD,Hetionet
DB00281,DOID:3393,CpD,Hetionet
DB00404,DOID:594,CpD,Hetionet
DB00402,DOID:5419,CpD,Hetionet
DB01001,DOID:4481,CpD,Hetionet
DB00985,DOID:5419,CpD,Hetionet
DB01224,DOID:3312,CpD,Hetionet
DB00829,DOID:594,CpD,Hetionet
DB00540,DOID:1094,CpD,Hetionet
DB01149,DOID:1595,CpD,Hetionet
DB00554,DOID:8398,CpD,Hetionet
DB00860,DOID:0050156,CpD,Hetionet
DB00169,DOID:784,CpD,Hetionet
DB01037,DOID:1595,CpD,Hetionet
DB01156,DOID:1094,CpD,Hetionet
DB00334,DOID:11119,CpD,Hetionet
DB00443,DOID:1319,CpD,Hetionet
DB00482,DOID:8398,CpD,Hetionet
DB00537,DOID:3083,CpD,Hetionet
DB00742,DOID:1686,CpD,Hetionet
DB01166,DOID:418,CpD,Hetionet
DB00813,DOID:10283,CpD,Hetionet
DB00477,DOID:12995,CpD,Hetionet
DB00715,DOID:594,CpD,Hetionet
DB00214,DOID:784,CpD,Hetionet
DB00458,DOID:1094,CpD,Hetionet
DB00924,DOID:8398,CpD,Hetionet
DB00915,DOID:14330,CpD,Hetionet
DB01356,DOID:5419,CpD,Hetionet
DB00246,DOID:3312,CpD,Hetionet
DB01115,DOID:418,CpD,Hetionet
DB01009,DOID:8398,CpD,Hetionet
DB00554,DOID:7148,CpD,Hetionet
DB00673,DOID:219,CpD,Hetionet
DB00245,DOID:10652,CpD,Hetionet
DB00572,DOID:8778,CpD,Hetionet
DB00443,DOID:1612,CpD,Hetionet
DB00977,DOID:1612,CpD,Hetionet
DB00514,DOID:2377,CpD,Hetionet
DB00736,DOID:5041,CpD,Hetionet
DB00289,DOID:12849,CpD,Hetionet
DB00273,DOID:3312,CpD,Hetionet
DB00727,DOID:3393,CpD,Hetionet
DB00776,DOID:3312,CpD,Hetionet
DB00945,DOID:7148,CpD,Hetionet
DB01156,DOID:594,CpD,Hetionet
DB00472,DOID:594,CpD,Hetionet
DB00334,DOID:594,CpD,Hetionet
DB00788,DOID:6364,CpD,Hetionet
DB00482,DOID:9074,CpD,Hetionet
DB00241,DOID:6364,CpD,Hetionet
DB00903,DOID:784,CpD,Hetionet
DB01165,DOID:3083,CpD,Hetionet
DB00736,DOID:10283,CpD,Hetionet
DB00315,DOID:6364,CpD,Hetionet
DB00281,DOID:8398,CpD,Hetionet
DB00316,DOID:6364,CpD,Hetionet
DB00734,DOID:12995,CpD,Hetionet
DB00555,DOID:3312,CpD,Hetionet
DB00363,DOID:5419,CpD,Hetionet
DB00977,DOID:11612,CpD,Hetionet
DB00433,DOID:1612,CpD,Hetionet
DB01043,DOID:14330,CpD,Hetionet
DB00477,DOID:3312,CpD,Hetionet
DB00635,DOID:8398,CpD,Hetionet
DB01219,DOID:2377,CpD,Hetionet
DB00461,DOID:7148,CpD,Hetionet
DB01397,DOID:8893,CpD,Hetionet
DB00353,DOID:6364,CpD,Hetionet
DB00443,DOID:219,CpD,Hetionet
DB00736,DOID:263,CpD,Hetionet
DB00289,DOID:1094,CpD,Hetionet
DB00656,DOID:5419,CpD,Hetionet
DB00313,DOID:1595,CpD,Hetionet
DB01012,DOID:784,CpD,Hetionet
DB00673,DOID:1612,CpD,Hetionet
DB01137,DOID:3083,CpD,Hetionet
DB00712,DOID:8398,CpD,Hetionet
DB00814,DOID:418,CpD,Hetionet
DB00476,DOID:3312,CpD,Hetionet
DB00367,DOID:11612,CpD,Hetionet
DB00586,DOID:7148,CpD,Hetionet
DB00422,DOID:1094,CpD,Hetionet
DB00245,DOID:14330,CpD,Hetionet
DB01085,DOID:11934,CpD,Hetionet
DB00776,DOID:2377,CpD,Hetionet
DB00193,DOID:0050425,CpD,Hetionet
DB00351,DOID:1612,CpD,Hetionet
DB00482,DOID:219,CpD,Hetionet
DB01018,DOID:1094,CpD,Hetionet
DB06684,DOID:1595,CpD,Hetionet
DB00715,DOID:3312,CpD,Hetionet
DB00707,DOID:5041,CpD,Hetionet
DB00408,DOID:5419,CpD,Hetionet
DB00268,DOID:0050425,CpD,Hetionet
DB00190,DOID:0050425,CpD,Hetionet
DB01020,DOID:3393,CpD,Hetionet
DB00829,DOID:2377,CpD,Hetionet
DB01186,DOID:14330,CpD,Hetionet
DB00813,DOID:1324,CpD,Hetionet
DB00575,DOID:1094,CpD,Hetionet
DB00268,DOID:10652,CpD,Hetionet
DB00952,DOID:6364,CpD,Hetionet
DB00313,DOID:5419,CpD,Hetionet
DB01198,DOID:5419,CpD,Hetionet
DB00254,DOID:3083,CpD,Hetionet
DB00635,DOID:6364,CpD,Hetionet
DB01401,DOID:8893,CpD,Hetionet
DB01233,DOID:10283,CpD,Hetionet
DB00458,DOID:594,CpD,Hetionet
DB00540,DOID:1595,CpD,Hetionet
DB00286,DOID:1612,CpD,Hetionet
DB00734,DOID:5419,CpD,Hetionet
DB00475,DOID:0050741,CpD,Hetionet
DB00996,DOID:3312,CpD,Hetionet
DB01399,DOID:7148,CpD,Hetionet
DB00904,DOID:0050741,CpD,Hetionet
DB00797,DOID:418,CpD,Hetionet
DB00363,DOID:3312,CpD,Hetionet
DB00316,DOID:8398,CpD,Hetionet
DB00321,DOID:1595,CpD,Hetionet
DB00458,DOID:1595,CpD,Hetionet
DB00295,DOID:3393,CpD,Hetionet
DB00586,DOID:418,CpD,Hetionet
DB01142,DOID:3310,CpD,Hetionet
DB01296,DOID:8398,CpD,Hetionet
DB00575,DOID:11119,CpD,Hetionet
DB00461,DOID:8398,CpD,Hetionet
DB00472,DOID:5419,CpD,Hetionet
DB00281,DOID:7148,CpD,Hetionet
DB00338,DOID:5041,CpD,Hetionet
DB01398,DOID:8893,CpD,Hetionet
DB01576,DOID:8986,CpD,Hetionet
DB00814,DOID:9074,CpD,Hetionet
DB00991,DOID:7148,CpD,Hetionet
DB00201,DOID:6364,CpD,Hetionet
DB00190,DOID:14330,CpD,Hetionet
DB01075,DOID:14330,CpD,Hetionet
DB00910,DOID:784,CpD,Hetionet
DB00321,DOID:9074,CpD,Hetionet
DB01364,DOID:4481,CpD,Hetionet
DB00679,DOID:5419,CpD,Hetionet
DB01068,DOID:5419,CpD,Hetionet
DB00624,DOID:1612,CpD,Hetionet
DB00182,DOID:8986,CpD,Hetionet
DB01427,DOID:12930,CpD,Hetionet
DB00281,DOID:418,CpD,Hetionet
DB00575,DOID:0050425,CpD,Hetionet
DB00427,DOID:3310,CpD,Hetionet
DB01240,DOID:418,CpD,Hetionet
DB00734,DOID:3312,CpD,Hetionet
DB00656,DOID:1595,CpD,Hetionet
DB00945,DOID:13189,CpD,Hetionet
DB01367,DOID:14330,CpD,Hetionet
DB00861,DOID:8398,CpD,Hetionet
DB01440,DOID:8986,CpD,Hetionet
DB00540,DOID:594,CpD,Hetionet
DB00320,DOID:6364,CpD,Hetionet
DB00936,DOID:8893,CpD,Hetionet
DB00404,DOID:418,CpD,Hetionet
DB00934,DOID:594,CpD,Hetionet
DB00184,DOID:0050742,CpD,Hetionet
DB00104,DOID:9744,CpD,Hetionet
DB06710,DOID:1612,CpD,Hetionet
DB01238,DOID:3312,CpD,Hetionet
DB00996,DOID:2377,CpD,Hetionet
DB00514,DOID:332,CpD,Hetionet
DB00741,DOID:10283,CpD,Hetionet
DB00788,DOID:8398,CpD,Hetionet
DB01395,DOID:11612,CpD,Hetionet
DB00248,DOID:14330,CpD,Hetionet
DB00387,DOID:14330,CpD,Hetionet
DB00924,DOID:6364,CpD,Hetionet
DB00482,DOID:2531,CpD,Hetionet
DB00959,DOID:1319,CpD,Hetionet
DB01037,DOID:14330,CpD,Hetionet
DB00814,DOID:7147,CpD,Hetionet
DB00745,DOID:8986,CpD,Hetionet
DB00861,DOID:7148,CpD,Hetionet
DB01435,DOID:6364,CpD,Hetionet
DB00338,DOID:418,CpD,Hetionet
DB00334,DOID:3312,CpD,Hetionet
DB01173,DOID:6364,CpD,Hetionet
DB01242,DOID:594,CpD,Hetionet
DB00668,DOID:2841,CpD,Hetionet
DB00600,DOID:12306,CpD,Hetionet
DB00697,DOID:2377,CpD,Hetionet
DB00215,DOID:3312,CpD,Hetionet
DB00717,DOID:11612,CpD,Hetionet
DB01119,DOID:10763,CpD,Hetionet
DB00657,DOID:11119,CpD,Hetionet
DB01224,DOID:10652,CpD,Hetionet
DB00482,DOID:7148,CpD,Hetionet
DB00564,DOID:2377,CpD,Hetionet
DB00500,DOID:7147,CpD,Hetionet
DB00623,DOID:5419,CpD,Hetionet
DB00820,DOID:418,CpD,Hetionet
DB00668,DOID:4481,CpD,Hetionet
DB00258,DOID:784,CpD,Hetionet
DB00413,DOID:0050425,CpD,Hetionet
DB00424,DOID:14330,CpD,Hetionet
DB00424,DOID:8778,CpD,Hetionet
DB00203,DOID:9744,CpD,Hetionet
DB00343,DOID:3393,CpD,Hetionet
DB00186,DOID:594,CpD,Hetionet
DB00285,DOID:1094,CpD,Hetionet
DB00540,DOID:2377,CpD,Hetionet
DB01233,DOID:6364,CpD,Hetionet
DB00706,DOID:10283,CpD,Hetionet
DB00304,DOID:11612,CpD,Hetionet
DB00230,DOID:2377,CpD,Hetionet
DB01068,DOID:12849,CpD,Hetionet
DB00814,DOID:8398,CpD,Hetionet
DB00502,DOID:10652,CpD,Hetionet
DB00321,DOID:2377,CpD,Hetionet
DB00668,DOID:1686,CpD,Hetionet
DB00502,DOID:11119,CpD,Hetionet
DB08866,DOID:1612,CpD,Hetionet
DB01104,DOID:12849,CpD,Hetionet
DB00245,DOID:12849,CpD,Hetionet
DB00490,DOID:594,CpD,Hetionet
DB00176,DOID:1595,CpD,Hetionet
DB01075,DOID:5419,CpD,Hetionet
DB00975,DOID:3393,CpD,Hetionet
DB00443,DOID:10283,CpD,Hetionet
DB00852,DOID:4481,CpD,Hetionet
DB01234,DOID:1612,CpD,Hetionet
DB00413,DOID:14330,CpD,Hetionet
DB00245,DOID:5419,CpD,Hetionet
DB00620,DOID:1319,CpD,Hetionet
DB00749,DOID:8398,CpD,Hetionet
DB00230,DOID:0050425,CpD,Hetionet
DB01233,DOID:418,CpD,Hetionet
DB01234,DOID:219,CpD,Hetionet
DB00906,DOID:3312,CpD,Hetionet
DB00945,DOID:6364,CpD,Hetionet
DB00746,DOID:784,CpD,Hetionet
DB00745,DOID:1094,CpD,Hetionet
DB00476,DOID:1595,CpD,Hetionet
DB00788,DOID:9074,CpD,Hetionet
DB01420,DOID:1612,CpD,Hetionet
DB00883,DOID:3393,CpD,Hetionet
DB01401,DOID:7148,CpD,Hetionet
DB00915,DOID:2377,CpD,Hetionet
DB00945,DOID:8398,CpD,Hetionet
DB00621,DOID:11476,CpD,Hetionet
DB00696,DOID:6364,CpD,Hetionet
DB00136,DOID:784,CpD,Hetionet
DB00714,DOID:14330,CpD,Hetionet
DB05271,DOID:14330,CpD,Hetionet
DB00338,DOID:263,CpD,Hetionet
DB00482,DOID:263,CpD,Hetionet
DB01068,DOID:2377,CpD,Hetionet
DB00935,DOID:4481,CpD,Hetionet
DB00376,DOID:14330,CpD,Hetionet
DB00734,DOID:11119,CpD,Hetionet
DB00334,DOID:5419,CpD,Hetionet
DB00918,DOID:6364,CpD,Hetionet
DB01235,DOID:14330,CpD,Hetionet
DB00695,DOID:784,CpD,Hetionet
DB00734,DOID:12849,CpD,Hetionet
DB00564,DOID:0050425,CpD,Hetionet
DB01394,DOID:418,CpD,Hetionet
DB00850,DOID:11119,CpD,Hetionet
DB01235,DOID:0050425,CpD,Hetionet
DB00603,DOID:1612,CpD,Hetionet
DB00814,DOID:7148,CpD,Hetionet
DB01151,DOID:1094,CpD,Hetionet
DB01068,DOID:0050425,CpD,Hetionet
DB00586,DOID:7147,CpD,Hetionet
DB01577,DOID:8986,CpD,Hetionet
DB00788,DOID:7148,CpD,Hetionet
DB00425,DOID:2377,CpD,Hetionet
DB00390,DOID:3393,CpD,Hetionet
DB06637,DOID:2377,CpD,Hetionet
DB00494,DOID:14330,CpD,Hetionet
DB01234,DOID:1319,CpD,Hetionet
DB00182,DOID:1094,CpD,Hetionet
DB01577,DOID:1094,CpD,Hetionet
DB00502,DOID:12995,CpD,Hetionet
DB01364,DOID:2841,CpD,Hetionet
DB00381,DOID:3393,CpD,Hetionet
DB00996,DOID:7148,CpD,Hetionet
DB01589,DOID:2377,CpD,Hetionet
DB00573,DOID:8398,CpD,Hetionet
DB01238,DOID:12849,CpD,Hetionet
DB00477,DOID:5419,CpD,Hetionet
DB00328,DOID:8398,CpD,Hetionet
DB01247,DOID:594,CpD,Hetionet
DB00697,DOID:6364,CpD,Hetionet
DB00181,DOID:2377,CpD,Hetionet
DB00852,DOID:2841,CpD,Hetionet
DB00605,DOID:8398,CpD,Hetionet
DB01186,DOID:11119,CpD,Hetionet
DB01068,DOID:594,CpD,Hetionet
DB00318,DOID:8398,CpD,Hetionet
DB01234,DOID:263,CpD,Hetionet
DB00555,DOID:5419,CpD,Hetionet
DB00831,DOID:5419,CpD,Hetionet
DB00959,DOID:2531,CpD,Hetionet
DB00564,DOID:3312,CpD,Hetionet
DB00215,DOID:594,CpD,Hetionet
DB00338,DOID:10283,CpD,Hetionet
DB00715,DOID:1595,CpD,Hetionet
DB00996,DOID:14330,CpD,Hetionet
DB00246,DOID:5419,CpD,Hetionet
DB00788,DOID:7147,CpD,Hetionet
DB01036,DOID:2377,CpD,Hetionet
DB00216,DOID:6364,CpD,Hetionet
DB00953,DOID:6364,CpD,Hetionet
DB00328,DOID:6364,CpD,Hetionet
DB01234,DOID:10283,CpD,Hetionet
DB00655,DOID:1612,CpD,Hetionet
DB01104,DOID:594,CpD,Hetionet
DB01623,DOID:5419,CpD,Hetionet
DB00285,DOID:594,CpD,Hetionet
DB00736,DOID:418,CpD,Hetionet
DB00482,DOID:10283,CpD,Hetionet
DB00323,DOID:14330,CpD,Hetionet
DB00443,DOID:263,CpD,Hetionet
DB00268,DOID:14330,CpD,Hetionet
DB01198,DOID:2377,CpD,Hetionet
DB01238,DOID:1595,CpD,Hetionet
DB00586,DOID:6364,CpD,Hetionet
DB00434,DOID:5419,CpD,Hetionet
DB00687,DOID:14330,CpD,Hetionet
DB01115,DOID:3393,CpD,Hetionet
DB06151,DOID:3083,CpD,Hetionet
DB00390,DOID:12930,CpD,Hetionet
DB00959,DOID:8398,CpD,Hetionet
DB00434,DOID:6364,CpD,Hetionet
DB00575,DOID:12849,CpD,Hetionet
DB00656,DOID:3312,CpD,Hetionet
DB01050,DOID:8398,CpD,Hetionet
DB00328,DOID:7148,CpD,Hetionet
DB00482,DOID:418,CpD,Hetionet
DB00996,DOID:0050425,CpD,Hetionet
DB00203,DOID:2377,CpD,Hetionet
DB00669,DOID:6364,CpD,Hetionet
DB01104,DOID:1595,CpD,Hetionet
DB00745,DOID:14330,CpD,Hetionet
DB00991,DOID:8398,CpD,Hetionet
DB01238,DOID:5419,CpD,Hetionet
DB00572,DOID:14330,CpD,Hetionet
DB00482,DOID:7147,CpD,Hetionet
DB00104,DOID:1793,CpD,Hetionet
DB00502,DOID:5419,CpD,Hetionet
DB00745,DOID:2377,CpD,Hetionet
DB00933,DOID:5419,CpD,Hetionet
DB00122,DOID:8398,CpD,Hetionet
DB00246,DOID:11119,CpD,Hetionet
DB01591,DOID:2377,CpD,Hetionet
DB00998,DOID:6364,CpD,Hetionet
DB00554,DOID:7147,CpD,Hetionet
DB01224,DOID:5419,CpD,Hetionet
DB00586,DOID:8398,CpD,Hetionet
DB00783,DOID:1612,CpD,Hetionet
DB00313,DOID:3312,CpD,Hetionet
DB00564,DOID:5419,CpD,Hetionet
DB00887,DOID:784,CpD,Hetionet
DB01576,DOID:1094,CpD,Hetionet
DB01068,DOID:3312,CpD,Hetionet
MESH:C004656,MESH:C537014,T,GNBR
MESH:C004656,MESH:D013274,C,GNBR
MESH:C007145,MESH:D009369,T,GNBR
MESH:C007145,MESH:D015470,T,GNBR
MESH:C008514,MESH:D001049,T,GNBR
MESH:C008514,MESH:D004630,T,GNBR
MESH:C009265,MESH:C567730,T,GNBR
MESH:C009265,MESH:D004409,T,GNBR
MESH:C009265,MESH:D010300,T,GNBR
DB14066,MESH:D003876,T,GNBR
DB14066,MESH:D005910,C,GNBR
DB14066,MESH:D011778,T,GNBR
DB14066,MESH:D012516,T,GNBR
DB14066,MESH:D020258,T,GNBR
MESH:C020972,MESH:D003643,Sa,GNBR
MESH:C020972,MESH:D011658,Pa,GNBR
MESH:C020972,MESH:D020521,T,GNBR
MESH:C020972,MESH:D055370,Pa,GNBR
MESH:C020972,MESH:D055371,Pa,GNBR
MESH:C020972,MESH:D064420,Pa,GNBR
DB04104,MESH:D000860,Sa,GNBR
DB04104,MESH:D007511,T,GNBR
MESH:C026098,MESH:D000544,T,GNBR
MESH:C026098,MESH:D001523,T,GNBR
MESH:C026098,MESH:D001932,T,GNBR
MESH:C026098,MESH:D003920,Mp,GNBR
MESH:C026098,MESH:D004827,T,GNBR
MESH:C026098,MESH:D005076,Sa,GNBR
MESH:C026098,MESH:D005910,T,GNBR
MESH:C026098,MESH:D008881,T,GNBR
MESH:C026098,MESH:D012640,T,GNBR
MESH:C026098,MESH:D013226,T,GNBR
DB06750,MESH:D001169,Mp,GNBR
DB06750,MESH:D002292,T,GNBR
DB06750,MESH:D018197,C,GNBR
MESH:C036150,MESH:D009369,C,GNBR
MESH:C048599,MESH:D006930,Sa,GNBR
MESH:C048599,MESH:D007035,Sa,GNBR
MESH:C048599,MESH:D064420,Sa,GNBR
MESH:C050232,MESH:D015658,T,GNBR
MESH:C050232,MESH:D051437,T,GNBR
MESH:C050232,MESH:D064420,Sa,GNBR
MESH:C052075,MESH:D001749,C,GNBR
MESH:C052075,MESH:D001943,T,GNBR
MESH:C052075,MESH:D008228,T,GNBR
MESH:C052075,MESH:D009369,T,GNBR
MESH:C052075,MESH:D064420,Sa,GNBR
MESH:C052075,MESH:D066126,Pr,GNBR
DB00441,MESH:C535533,Sa,GNBR
DB00441,MESH:C567932,Pa,GNBR
DB00441,MESH:D001661,T,GNBR
DB00441,MESH:D001749,T,GNBR
DB00441,MESH:D001943,T,GNBR
DB00441,MESH:D002289,T,GNBR
DB00441,MESH:D005334,T,GNBR
DB00441,MESH:D005706,T,GNBR
DB00441,MESH:D006528,T,GNBR
DB00441,MESH:D009369,T,GNBR
DB00441,MESH:D010190,T,GNBR
DB00441,MESH:D011125,T,GNBR
DB00441,MESH:D021441,T,GNBR
DB00441,MESH:D030342,T,GNBR
MESH:C060802,MESH:D008175,C,GNBR
MESH:C064227,MESH:D006333,T,GNBR
MESH:C065179,MESH:C535575,T,GNBR
MESH:C065179,MESH:C538231,C,GNBR
MESH:C065179,MESH:D002813,C,GNBR
MESH:C065179,MESH:D003643,Sa,GNBR
MESH:C065179,MESH:D005909,T,GNBR
MESH:C065179,MESH:D006528,T,GNBR
MESH:C065179,MESH:D007938,T,GNBR
MESH:C065179,MESH:D008113,T,GNBR
MESH:C065179,MESH:D008175,T,GNBR
MESH:C065179,MESH:D008223,C,GNBR
MESH:C065179,MESH:D009101,T,GNBR
MESH:C065179,MESH:D009190,T,GNBR
MESH:C065179,MESH:D009369,T,GNBR
MESH:C065179,MESH:D010051,T,GNBR
MESH:C065179,MESH:D011471,T,GNBR
MESH:C065179,MESH:D011832,T,GNBR
MESH:C065179,MESH:D012516,C,GNBR
MESH:C065179,MESH:D015473,T,GNBR
DB00008,MESH:D019694,T,GNBR
MESH:C102006,MESH:D001791,Sa,GNBR
MESH:C102006,MESH:D004827,J,GNBR
MESH:C102006,MESH:D006470,Sa,GNBR
MESH:C102006,MESH:D006996,Sa,GNBR
MESH:C102006,MESH:D007239,Sa,GNBR
MESH:C102006,MESH:D007674,T,GNBR
MESH:C102006,MESH:D008107,T,GNBR
MESH:C102006,MESH:D016638,T,GNBR
MESH:C102006,MESH:D018805,Mp,GNBR
MESH:C102006,MESH:D053040,T,GNBR
MESH:C102006,MESH:D058186,T,GNBR
MESH:C102006,MESH:D064420,Sa,GNBR
MESH:C106876,MESH:D009336,T,GNBR
DB00022,MESH:D002292,T,GNBR
DB00022,MESH:D006509,T,GNBR
DB00022,MESH:D006526,T,GNBR
DB00022,MESH:D007239,T,GNBR
DB00022,MESH:D008107,T,GNBR
DB00022,MESH:D019698,T,GNBR
DB00022,MESH:D056486,T,GNBR
MESH:C476217,MESH:D006962,T,GNBR
MESH:C492458,MESH:D001024,T,GNBR
MESH:C492458,MESH:D003920,T,GNBR
MESH:C522374,MESH:C536214,Sa,GNBR
MESH:C522374,MESH:D000860,T,GNBR
MESH:C522374,MESH:D003866,Sa,GNBR
MESH:C522374,MESH:D006323,Sa,GNBR
MESH:C522374,MESH:D064420,Sa,GNBR
MESH:C558899,MESH:D015658,T,GNBR
DB00582,MESH:D009362,T,GNBR
DB01059,MESH:D001424,T,GNBR
DB01059,MESH:D003141,T,GNBR
DB01059,MESH:D014552,T,GNBR
CHEBI:10057,MESH:D064420,Sa,GNBR
DB00943,MESH:D000647,Sa,GNBR
DB00943,MESH:D003550,Sa,GNBR
DB00943,MESH:D005355,Sa,GNBR
DB00943,MESH:D006461,Sa,GNBR
DB00943,MESH:D006930,Sa,GNBR
DB00943,MESH:D007674,Sa,GNBR
DB00943,MESH:D009369,T,GNBR
DB00943,MESH:D010523,Sa,GNBR
