Compound_id,Atc_id,relation_type,database
DB00665,L02BB02,x-atc,DRUGBANK
DB00666,H01CA02,x-atc,DRUGBANK
DB00668,A01AD01,x-atc,DRUGBANK
DB00669,N02CC01,x-atc,DRUGBANK
DB00670,A02BX03,x-atc,DRUGBANK
DB00671,J01DD08,x-atc,DRUGBANK
DB00672,A10BB02,x-atc,DRUGBANK
DB00673,A04AD12,x-atc,DRUGBANK
DB00674,N06DA04,x-atc,DRUGBANK
DB00675,L02BA01,x-atc,DRUGBANK
DB00676,P03AX01,x-atc,DRUGBANK
DB00678,C09CA01,x-atc,DRUGBANK
DB00679,N05AC02,x-atc,DRUGBANK
DB00680,C01BG01,x-atc,DRUGBANK
DB00681,G01AA03,x-atc,DRUGBANK
DB00682,B01AA03,x-atc,DRUGBANK
DB00683,N05CD08,x-atc,DRUGBANK
DB00684,S01AA12,x-atc,DRUGBANK
DB00685,J01MA13,x-atc,DRUGBANK
DB00686,C05BA04,x-atc,DRUGBANK
DB00687,S02CA07,x-atc,DRUGBANK
DB00690,N05CD01,x-atc,DRUGBANK
DB00691,C09AA13,x-atc,DRUGBANK
DB00692,V03AB36,x-atc,DRUGBANK
DB00693,S01JA01,x-atc,DRUGBANK
DB00694,L01DB02,x-atc,DRUGBANK
DB00695,C03EB01,x-atc,DRUGBANK
DB00696,N02CA02,x-atc,DRUGBANK
DB00697,M03BX02,x-atc,DRUGBANK
DB00698,J01XE01,x-atc,DRUGBANK
DB00699,C04AE02,x-atc,DRUGBANK
DB00700,C03DA04,x-atc,DRUGBANK
DB00701,J05AE05,x-atc,DRUGBANK
DB00703,S01EC05,x-atc,DRUGBANK
DB00704,N02AA56,x-atc,DRUGBANK
DB00705,J05AG02,x-atc,DRUGBANK
DB00706,G04CA52,x-atc,DRUGBANK
DB00707,L01XD01,x-atc,DRUGBANK
DB00708,N01AH03,x-atc,DRUGBANK
DB00709,J05AR02,x-atc,DRUGBANK
DB00710,M05BA06,x-atc,DRUGBANK
DB00711,P02CB02,x-atc,DRUGBANK
DB00712,M02AA19,x-atc,DRUGBANK
DB00713,J01CR50,x-atc,DRUGBANK
DB00714,G04BE07,x-atc,DRUGBANK
DB00715,N06AB05,x-atc,DRUGBANK
DB00716,R03BC03,x-atc,DRUGBANK
DB00717,G03AA05,x-atc,DRUGBANK
DB00718,J05AF08,x-atc,DRUGBANK
DB00719,R06AX09,x-atc,DRUGBANK
DB00720,M05BA02,x-atc,DRUGBANK
DB00721,N01BA52,x-atc,DRUGBANK
DB00722,C09BA03,x-atc,DRUGBANK
DB00723,C01CA10,x-atc,DRUGBANK
DB00724,D06BB10,x-atc,DRUGBANK
DB00725,A03CB04,x-atc,DRUGBANK
DB00726,N06AA06,x-atc,DRUGBANK
DB00727,C01DA02,x-atc,DRUGBANK
DB00728,M03AC09,x-atc,DRUGBANK
DB00730,D01AC06,x-atc,DRUGBANK
DB00731,A10BX03,x-atc,DRUGBANK
DB00733,V03AB04,x-atc,DRUGBANK
DB00734,N05AX08,x-atc,DRUGBANK
DB00735,D01AE22,x-atc,DRUGBANK
DB00736,A02BD06,x-atc,DRUGBANK
DB00737,R06AE55,x-atc,DRUGBANK
DB00738,P01CX01,x-atc,DRUGBANK
DB00739,J01CA18,x-atc,DRUGBANK
DB00740,N07XX02,x-atc,DRUGBANK
DB00741,S01CB03,x-atc,DRUGBANK
DB00742,B05CX04,x-atc,DRUGBANK
DB00743,V08CA08,x-atc,DRUGBANK
DB00745,N06BA07,x-atc,DRUGBANK
DB00746,V03AC01,x-atc,DRUGBANK
DB00747,N05CM05,x-atc,DRUGBANK
DB00748,R06AA08,x-atc,DRUGBANK
DB00749,M01AB08,x-atc,DRUGBANK
DB00750,N01BB54,x-atc,DRUGBANK
DB00751,S01GX10,x-atc,DRUGBANK
DB00752,N06AF04,x-atc,DRUGBANK
DB00753,N01AB06,x-atc,DRUGBANK
DB00754,N03AB01,x-atc,DRUGBANK
DB00755,D10AD51,x-atc,DRUGBANK
DB00756,D08AE01,x-atc,DRUGBANK
DB00757,A04AA04,x-atc,DRUGBANK
DB00758,B01AC04,x-atc,DRUGBANK
DB00759,S02AA08,x-atc,DRUGBANK
DB00760,J01DH02,x-atc,DRUGBANK
DB00761,A12BA51,x-atc,DRUGBANK
DB00762,L01XX19,x-atc,DRUGBANK
DB00763,H03BB52,x-atc,DRUGBANK
DB00764,D07AC13,x-atc,DRUGBANK
DB00765,C02KB01,x-atc,DRUGBANK
DB00768,S01GX09,x-atc,DRUGBANK
DB00770,C01EA01,x-atc,DRUGBANK
DB00771,A03CA02,x-atc,DRUGBANK
DB00772,P03AX03,x-atc,DRUGBANK
DB00773,L01CB01,x-atc,DRUGBANK
DB00774,C03AA02,x-atc,DRUGBANK
DB00775,B01AC17,x-atc,DRUGBANK
DB00776,N03AF02,x-atc,DRUGBANK
DB00777,N05CM06,x-atc,DRUGBANK
DB00778,J01FA06,x-atc,DRUGBANK
DB00779,J01MB02,x-atc,DRUGBANK
DB00780,N06AF03,x-atc,DRUGBANK
DB00782,A03AB05,x-atc,DRUGBANK
DB00783,G03FA16,x-atc,DRUGBANK
DB00784,M01AG01,x-atc,DRUGBANK
DB00787,J05AB01,x-atc,DRUGBANK
DB00788,G02CC02,x-atc,DRUGBANK
DB00789,V08CA01,x-atc,DRUGBANK
DB00790,C09BX01,x-atc,DRUGBANK
DB00791,L01AD08,x-atc,DRUGBANK
DB00792,R06AC04,x-atc,DRUGBANK
DB00793,D01AE11,x-atc,DRUGBANK
DB00794,N05CB01,x-atc,DRUGBANK
DB00795,A07EC01,x-atc,DRUGBANK
DB00797,M02AX02,x-atc,DRUGBANK
DB00798,S01AA11,x-atc,DRUGBANK
DB00799,D05AX05,x-atc,DRUGBANK
DB00800,C01CA19,x-atc,DRUGBANK
DB00801,N05BA13,x-atc,DRUGBANK
DB00802,N01AH02,x-atc,DRUGBANK
DB00803,J01XB01,x-atc,DRUGBANK
DB00804,A03AA07,x-atc,DRUGBANK
DB00805,N06AX07,x-atc,DRUGBANK
DB00806,C04AD03,x-atc,DRUGBANK
DB00807,S01HA04,x-atc,DRUGBANK
DB00808,C03BA11,x-atc,DRUGBANK
DB00809,S01FA06,x-atc,DRUGBANK
DB00810,N04AA02,x-atc,DRUGBANK
DB00811,J05AP01,x-atc,DRUGBANK
DB00812,M01BA01,x-atc,DRUGBANK
DB00813,N01AH01,x-atc,DRUGBANK
DB00814,M01AC56,x-atc,DRUGBANK
DB00816,R03AB03,x-atc,DRUGBANK
DB00817,J01MB01,x-atc,DRUGBANK
DB00818,N01AX10,x-atc,DRUGBANK
DB00819,G01AE10,x-atc,DRUGBANK
DB00820,G04BE08,x-atc,DRUGBANK
DB00822,P03AA04,x-atc,DRUGBANK
DB00826,G01AA02,x-atc,DRUGBANK
DB00827,J01MB06,x-atc,DRUGBANK
DB00828,J01XX01,x-atc,DRUGBANK
DB00829,N05BA01,x-atc,DRUGBANK
DB00831,N05AB06,x-atc,DRUGBANK
DB00832,N03AD02,x-atc,DRUGBANK
DB00833,J01DC04,x-atc,DRUGBANK
DB00834,G03XB01,x-atc,DRUGBANK
DB00835,R06AB51,x-atc,DRUGBANK
DB00836,A07DA03,x-atc,DRUGBANK
DB00837,N03AG05,x-atc,DRUGBANK
DB00838,D07AB21,x-atc,DRUGBANK
DB00839,A10BB05,x-atc,DRUGBANK
DB00841,C01CA07,x-atc,DRUGBANK
DB00842,N05BA04,x-atc,DRUGBANK
DB00843,N06DA52,x-atc,DRUGBANK
DB00844,N02AF02,x-atc,DRUGBANK
DB00845,J04BA01,x-atc,DRUGBANK
DB00846,D07CC03,x-atc,DRUGBANK
DB00847,A16AA04,x-atc,DRUGBANK
DB00848,P02CE01,x-atc,DRUGBANK
DB00849,N03AA01,x-atc,DRUGBANK
DB00850,N05AB03,x-atc,DRUGBANK
DB00851,L01AX04,x-atc,DRUGBANK
DB00852,R01BA52,x-atc,DRUGBANK
DB00853,L01AX03,x-atc,DRUGBANK
DB00855,L01XD04,x-atc,DRUGBANK
DB00856,D01AE07,x-atc,DRUGBANK
DB00857,D01AE15,x-atc,DRUGBANK
DB00859,M01CC01,x-atc,DRUGBANK
DB00860,S01CA02,x-atc,DRUGBANK
DB00861,N02BA11,x-atc,DRUGBANK
DB00862,G04BE09,x-atc,DRUGBANK
DB00863,A02BA07,x-atc,DRUGBANK
DB00864,D11AH01,x-atc,DRUGBANK
DB00866,C07AA01,x-atc,DRUGBANK
DB00867,G02CA01,x-atc,DRUGBANK
DB00868,R05DB01,x-atc,DRUGBANK
DB00869,S01EC03,x-atc,DRUGBANK
DB00870,M01AE07,x-atc,DRUGBANK
DB00871,R03CC53,x-atc,DRUGBANK
DB00872,C03XA02,x-atc,DRUGBANK
DB00874,R05CA03,x-atc,DRUGBANK
DB00875,N05AF01,x-atc,DRUGBANK
DB00876,C09DA02,x-atc,DRUGBANK
DB00877,S01XA23,x-atc,DRUGBANK
DB00878,R02AA05,x-atc,DRUGBANK
DB00879,J05AR19,x-atc,DRUGBANK
DB00880,C03AB04,x-atc,DRUGBANK
DB00881,C09AA06,x-atc,DRUGBANK
DB00882,G03GB02,x-atc,DRUGBANK
DB00883,C01DA08,x-atc,DRUGBANK
DB00884,M05BB07,x-atc,DRUGBANK
DB00887,G01AE10,x-atc,DRUGBANK
DB00888,L01AA05,x-atc,DRUGBANK
DB00889,A04AA02,x-atc,DRUGBANK
DB00890,G03CB01,x-atc,DRUGBANK
DB00891,G01AE10,x-atc,DRUGBANK
DB00892,S01HA02,x-atc,DRUGBANK
DB00895,J01CR50,x-atc,DRUGBANK
DB00896,H02AB12,x-atc,DRUGBANK
DB00897,N05CD05,x-atc,DRUGBANK
DB00898,V03AB16,x-atc,DRUGBANK
DB00899,N01AH06,x-atc,DRUGBANK
DB00900,J05AF02,x-atc,DRUGBANK
DB00901,R03AC17,x-atc,DRUGBANK
DB00902,R06AD04,x-atc,DRUGBANK
DB00903,C03CC01,x-atc,DRUGBANK
DB00904,A04AA01,x-atc,DRUGBANK
DB00905,S01EE03,x-atc,DRUGBANK
DB00906,N03AG06,x-atc,DRUGBANK
DB00907,S01HA01,x-atc,DRUGBANK
DB00908,C01BA01,x-atc,DRUGBANK
DB00909,N03AX15,x-atc,DRUGBANK
DB00910,H05BX02,x-atc,DRUGBANK
DB00911,J01RA11,x-atc,DRUGBANK
DB00912,A10BD14,x-atc,DRUGBANK
DB00913,N01AH05,x-atc,DRUGBANK
DB00914,A10BA01,x-atc,DRUGBANK
DB00915,N04BB01,x-atc,DRUGBANK
DB00916,A02BD11,x-atc,DRUGBANK
DB00917,G02AD02,x-atc,DRUGBANK
DB00918,N02CC05,x-atc,DRUGBANK
DB00919,J01XX04,x-atc,DRUGBANK
DB00920,S01GX08,x-atc,DRUGBANK
DB00921,N07BC01,x-atc,DRUGBANK
DB00922,C01CX08,x-atc,DRUGBANK
DB00923,J01DC11,x-atc,DRUGBANK
DB00924,M03BX08,x-atc,DRUGBANK
DB00925,C04AX02,x-atc,DRUGBANK
DB00926,D05BB01,x-atc,DRUGBANK
DB00927,A02BA53,x-atc,DRUGBANK
DB00928,L01BC07,x-atc,DRUGBANK
DB00929,G02AD06,x-atc,DRUGBANK
DB00930,C10AC04,x-atc,DRUGBANK
DB00931,J01AA05,x-atc,DRUGBANK
DB00932,J05AE09,x-atc,DRUGBANK
DB00933,N05AC03,x-atc,DRUGBANK
DB00934,N06AA21,x-atc,DRUGBANK
DB00935,S01GA04,x-atc,DRUGBANK
DB00936,D01AE12,x-atc,DRUGBANK
DB00937,A08AA03,x-atc,DRUGBANK
DB00938,R03AK06,x-atc,DRUGBANK
DB00939,M01AG04,x-atc,DRUGBANK
DB00940,A03AB07,x-atc,DRUGBANK
DB00941,M03AC05,x-atc,DRUGBANK
DB00943,J05AF03,x-atc,DRUGBANK
DB00944,S01EB04,x-atc,DRUGBANK
DB00945,B01AC06,x-atc,DRUGBANK
DB00946,B01AA04,x-atc,DRUGBANK
DB00947,L02BA03,x-atc,DRUGBANK
DB00948,J01CR50,x-atc,DRUGBANK
DB00949,N03AX10,x-atc,DRUGBANK
DB00950,R06AX26,x-atc,DRUGBANK
DB00951,J04AM04,x-atc,DRUGBANK
DB00952,N02CC02,x-atc,DRUGBANK
DB00953,N02CC04,x-atc,DRUGBANK
DB00954,J01FA13,x-atc,DRUGBANK
DB00955,S01AA23,x-atc,DRUGBANK
DB00956,R05DA03,x-atc,DRUGBANK
DB00957,G03AA11,x-atc,DRUGBANK
DB00958,L01XA02,x-atc,DRUGBANK
DB00959,D10AA02,x-atc,DRUGBANK
DB00960,C07CA03,x-atc,DRUGBANK
DB00961,N01BB53,x-atc,DRUGBANK
DB00962,N05CF03,x-atc,DRUGBANK
DB00963,S01BC11,x-atc,DRUGBANK
DB00964,S01EA03,x-atc,DRUGBANK
DB00966,C09DB04,x-atc,DRUGBANK
DB00967,R06AX27,x-atc,DRUGBANK
DB00969,A03AE01,x-atc,DRUGBANK
DB00970,L01DA01,x-atc,DRUGBANK
DB00971,D01AE13,x-atc,DRUGBANK
DB00972,R06AX19,x-atc,DRUGBANK
DB00973,C10BA02,x-atc,DRUGBANK
DB00975,B01AC07,x-atc,DRUGBANK
DB00976,J01FA15,x-atc,DRUGBANK
DB00977,G03AA15,x-atc,DRUGBANK
DB00978,S01AE04,x-atc,DRUGBANK
DB00979,S01FA54,x-atc,DRUGBANK
DB00980,N05CH02,x-atc,DRUGBANK
DB00981,S01EB05,x-atc,DRUGBANK
DB00982,D10AD04,x-atc,DRUGBANK
DB00983,R03AL09,x-atc,DRUGBANK
DB00986,A03AB02,x-atc,DRUGBANK
DB00987,L01BC01,x-atc,DRUGBANK
DB00988,C01CA04,x-atc,DRUGBANK
DB00989,N06DA03,x-atc,DRUGBANK
DB00990,L02BG06,x-atc,DRUGBANK
DB00991,M01AE12,x-atc,DRUGBANK
DB00992,L01XD03,x-atc,DRUGBANK
DB00993,L04AX01,x-atc,DRUGBANK
DB00994,A07AA51,x-atc,DRUGBANK
DB00995,M01CB03,x-atc,DRUGBANK
DB00996,N03AX12,x-atc,DRUGBANK
DB00997,L01DB01,x-atc,DRUGBANK
DB00998,N02CC07,x-atc,DRUGBANK
DB00999,C09BX03,x-atc,DRUGBANK
DB01000,J01CR50,x-atc,DRUGBANK
DB01001,R03AK04,x-atc,DRUGBANK
DB01002,N01BB10,x-atc,DRUGBANK
DB01003,R03AK05,x-atc,DRUGBANK
DB01004,J05AB06,x-atc,DRUGBANK
DB01005,L01XX05,x-atc,DRUGBANK
DB01006,L02BG04,x-atc,DRUGBANK
DB01007,G01AF20,x-atc,DRUGBANK
DB01008,L01AB01,x-atc,DRUGBANK
DB01009,M01AE03,x-atc,DRUGBANK
DB01011,V04CD01,x-atc,DRUGBANK
DB01012,H05BX01,x-atc,DRUGBANK
DB01014,A07EC04,x-atc,DRUGBANK
DB01015,J04AM08,x-atc,DRUGBANK
DB01016,A10BB01,x-atc,DRUGBANK
DB01017,J01AA08,x-atc,DRUGBANK
DB01018,C02AC02,x-atc,DRUGBANK
DB01019,N07AB02,x-atc,DRUGBANK
DB01020,C01DA14,x-atc,DRUGBANK
DB01021,G01AE10,x-atc,DRUGBANK
DB01022,B02BA01,x-atc,DRUGBANK
DB01023,C07FB02,x-atc,DRUGBANK
DB01024,L04AA06,x-atc,DRUGBANK
DB01025,A01AD07,x-atc,DRUGBANK
DB01026,G01AF11,x-atc,DRUGBANK
DB01028,N02BG09,x-atc,DRUGBANK
DB01029,C09CA04,x-atc,DRUGBANK
DB01030,L01XX17,x-atc,DRUGBANK
DB01032,M04AB01,x-atc,DRUGBANK
DB01033,L01BB02,x-atc,DRUGBANK
DB01035,C01BA02,x-atc,DRUGBANK
DB01036,G04BD07,x-atc,DRUGBANK
DB01037,N04BD01,x-atc,DRUGBANK
DB01039,C10BA03,x-atc,DRUGBANK
DB01041,L04AX02,x-atc,DRUGBANK
DB01042,L01AA03,x-atc,DRUGBANK
DB01043,N06DA52,x-atc,DRUGBANK
DB01044,S01AE06,x-atc,DRUGBANK
DB01045,J04AM02,x-atc,DRUGBANK
DB01046,A06AX03,x-atc,DRUGBANK
DB01047,C05AA11,x-atc,DRUGBANK
DB01048,J05AR13,x-atc,DRUGBANK
DB01050,G02CC01,x-atc,DRUGBANK
DB01053,J01CR50,x-atc,DRUGBANK
DB01054,C08CA08,x-atc,DRUGBANK
DB01056,C01BB03,x-atc,DRUGBANK
DB01057,S01EB03,x-atc,DRUGBANK
DB01058,P02BA01,x-atc,DRUGBANK
DB01059,J01RA13,x-atc,DRUGBANK
DB01060,A02BD11,x-atc,DRUGBANK
DB01061,J01CR50,x-atc,DRUGBANK
DB01062,G04BD04,x-atc,DRUGBANK
DB01063,N05AB07,x-atc,DRUGBANK
DB01064,C01CA02,x-atc,DRUGBANK
DB01065,N05CH01,x-atc,DRUGBANK
DB01066,J01DD16,x-atc,DRUGBANK
DB01067,A10BB07,x-atc,DRUGBANK
DB01068,N03AE01,x-atc,DRUGBANK
DB01069,R06AD52,x-atc,DRUGBANK
DB01070,A11CC02,x-atc,DRUGBANK
DB01071,R06AD07,x-atc,DRUGBANK
DB01072,J05AE08,x-atc,DRUGBANK
DB01073,L01BB05,x-atc,DRUGBANK
DB01074,C08EX02,x-atc,DRUGBANK
DB01075,D04AA32,x-atc,DRUGBANK
DB01076,C10BX15,x-atc,DRUGBANK
DB01077,M05BB01,x-atc,DRUGBANK
DB01078,C01AA07,x-atc,DRUGBANK
DB01079,A06AX06,x-atc,DRUGBANK
DB01080,N03AG04,x-atc,DRUGBANK
DB01081,A07DA01,x-atc,DRUGBANK
DB01082,J04AM01,x-atc,DRUGBANK
DB01083,A08AB01,x-atc,DRUGBANK
DB01084,S01GX06,x-atc,DRUGBANK
DB01085,N07AX01,x-atc,DRUGBANK
DB01086,C05AD03,x-atc,DRUGBANK
DB01087,P01BA03,x-atc,DRUGBANK
DB01088,B01AC11,x-atc,DRUGBANK
DB01089,C02LA03,x-atc,DRUGBANK
DB01091,D01AE23,x-atc,DRUGBANK
DB01092,C01AC01,x-atc,DRUGBANK
DB01093,M02AX03,x-atc,DRUGBANK
DB01095,C10AA04,x-atc,DRUGBANK
DB01096,P02BA02,x-atc,DRUGBANK
DB01097,L04AA13,x-atc,DRUGBANK
DB01098,C10BX10,x-atc,DRUGBANK
DB01099,J02AX01,x-atc,DRUGBANK
DB01100,N05AG02,x-atc,DRUGBANK
DB01101,L01BC06,x-atc,DRUGBANK
DB01102,C01CA22,x-atc,DRUGBANK
DB01103,P01AX05,x-atc,DRUGBANK
DB01104,N06AB06,x-atc,DRUGBANK
DB01105,A08AA10,x-atc,DRUGBANK
DB01106,R01AC02,x-atc,DRUGBANK
DB01107,N05CE02,x-atc,DRUGBANK
DB01108,H02CA01,x-atc,DRUGBANK
DB01109,B01AB51,x-atc,DRUGBANK
DB01110,A07AC01,x-atc,DRUGBANK
DB01112,S01AA27,x-atc,DRUGBANK
DB01113,G04BE02,x-atc,DRUGBANK
DB01114,R06AB54,x-atc,DRUGBANK
DB01115,C08CA55,x-atc,DRUGBANK
DB01116,C02BA01,x-atc,DRUGBANK
DB01117,P01AX06,x-atc,DRUGBANK
DB01118,C01BD01,x-atc,DRUGBANK
DB01119,G01AE10,x-atc,DRUGBANK
DB01120,A10BB09,x-atc,DRUGBANK
DB01121,N03AX07,x-atc,DRUGBANK
DB01122,N07AA30,x-atc,DRUGBANK
DB01124,V04CA01,x-atc,DRUGBANK
DB01126,G04CB02,x-atc,DRUGBANK
DB01127,G01AF05,x-atc,DRUGBANK
DB01128,L02BB03,x-atc,DRUGBANK
DB01129,A02BC54,x-atc,DRUGBANK
DB01130,D07AC18,x-atc,DRUGBANK
DB01131,P01BB01,x-atc,DRUGBANK
DB01132,A10BD09,x-atc,DRUGBANK
DB01133,M05BA05,x-atc,DRUGBANK
DB01135,M03AC07,x-atc,DRUGBANK
DB01136,C07AG02,x-atc,DRUGBANK
DB01137,J01MA12,x-atc,DRUGBANK
DB01138,M04AB02,x-atc,DRUGBANK
DB01139,J01DB08,x-atc,DRUGBANK
DB01140,J01DB05,x-atc,DRUGBANK
DB01141,J02AX05,x-atc,DRUGBANK
DB01142,N06AA12,x-atc,DRUGBANK
DB01143,V03AF05,x-atc,DRUGBANK
DB01144,G01AE10,x-atc,DRUGBANK
DB01145,J04BA03,x-atc,DRUGBANK
DB01146,R06AA57,x-atc,DRUGBANK
DB01147,J01CR50,x-atc,DRUGBANK
DB01148,G04BD02,x-atc,DRUGBANK
DB01149,N06AX06,x-atc,DRUGBANK
DB01150,J01DC10,x-atc,DRUGBANK
DB01151,N06AA01,x-atc,DRUGBANK
DB01152,G01AA04,x-atc,DRUGBANK
DB01153,G01AF19,x-atc,DRUGBANK
DB01154,N05CB01,x-atc,DRUGBANK
DB01155,J01MA15,x-atc,DRUGBANK
DB01156,A08AA62,x-atc,DRUGBANK
DB01157,P01AX07,x-atc,DRUGBANK
DB01158,C01BD02,x-atc,DRUGBANK
DB01159,N01AB01,x-atc,DRUGBANK
DB01161,N01BA04,x-atc,DRUGBANK
DB01162,G04CA03,x-atc,DRUGBANK
DB01163,J01CA11,x-atc,DRUGBANK
DB01164,A12AA07,x-atc,DRUGBANK
DB01165,J01MA01,x-atc,DRUGBANK
DB01166,B01AC23,x-atc,DRUGBANK
DB01167,J02AC02,x-atc,DRUGBANK
DB01168,L01XB01,x-atc,DRUGBANK
DB01169,L01XX27,x-atc,DRUGBANK
DB01170,S01EX01,x-atc,DRUGBANK
DB01171,N06AG02,x-atc,DRUGBANK
DB01172,S01AA24,x-atc,DRUGBANK
DB01173,M03BC51,x-atc,DRUGBANK
DB01174,N05CB01,x-atc,DRUGBANK
DB01175,N06AB10,x-atc,DRUGBANK
DB01176,R06AE03,x-atc,DRUGBANK
DB01177,L01DB06,x-atc,DRUGBANK
DB01178,M03BB02,x-atc,DRUGBANK
DB01179,D06BB04,x-atc,DRUGBANK
DB01180,C02LA52,x-atc,DRUGBANK
DB01181,L01AA06,x-atc,DRUGBANK
DB01182,C01BC03,x-atc,DRUGBANK
DB01183,A06AH04,x-atc,DRUGBANK
DB01184,A03FA03,x-atc,DRUGBANK
DB01185,G03BA01,x-atc,DRUGBANK
DB01186,N04BC02,x-atc,DRUGBANK
DB01187,V08AD04,x-atc,DRUGBANK
DB01188,D01AE14,x-atc,DRUGBANK
DB01189,N01AB07,x-atc,DRUGBANK
DB01190,D10AF01,x-atc,DRUGBANK
DB01191,A08AA04,x-atc,DRUGBANK
DB01193,C07AB04,x-atc,DRUGBANK
DB01194,S01EC54,x-atc,DRUGBANK
DB01195,C01BC04,x-atc,DRUGBANK
DB01196,L01XX11,x-atc,DRUGBANK
DB01197,C09AA01,x-atc,DRUGBANK
DB01198,N05CF01,x-atc,DRUGBANK
DB01199,M03AA02,x-atc,DRUGBANK
DB01200,N04BC01,x-atc,DRUGBANK
DB01201,J04AB05,x-atc,DRUGBANK
DB01202,N03AX14,x-atc,DRUGBANK
DB01203,C07BA12,x-atc,DRUGBANK
DB01204,L01DB07,x-atc,DRUGBANK
DB01205,V03AB25,x-atc,DRUGBANK
DB01206,L01AD02,x-atc,DRUGBANK
DB01208,J01MA09,x-atc,DRUGBANK
DB01209,N02AX03,x-atc,DRUGBANK
DB01210,S01ED03,x-atc,DRUGBANK
DB01211,A02BD11,x-atc,DRUGBANK
DB01212,J01DD04,x-atc,DRUGBANK
DB01213,V03AB34,x-atc,DRUGBANK
DB01214,S01ED54,x-atc,DRUGBANK
DB01215,N05CD04,x-atc,DRUGBANK
DB01216,D11AX10,x-atc,DRUGBANK
DB01217,L02BG03,x-atc,DRUGBANK
DB01218,P01BX01,x-atc,DRUGBANK
DB01219,M03CA01,x-atc,DRUGBANK
DB01220,A07AA11,x-atc,DRUGBANK
DB01221,N01AX03,x-atc,DRUGBANK
DB01222,D07AC09,x-atc,DRUGBANK
DB01223,R03DA55,x-atc,DRUGBANK
DB01224,N05AH04,x-atc,DRUGBANK
DB01225,B01AB05,x-atc,DRUGBANK
DB01226,M03AC10,x-atc,DRUGBANK
DB01227,N07BC03,x-atc,DRUGBANK
DB01228,C01BC08,x-atc,DRUGBANK
DB01229,L01CD01,x-atc,DRUGBANK
DB01230,N06BA05,x-atc,DRUGBANK
DB01232,J05AE01,x-atc,DRUGBANK
DB01233,A03FA01,x-atc,DRUGBANK
DB01234,R01AD53,x-atc,DRUGBANK
DB01235,N04BA03,x-atc,DRUGBANK
DB01236,N01AB08,x-atc,DRUGBANK
DB01237,R06AA01,x-atc,DRUGBANK
DB01238,N05AX12,x-atc,DRUGBANK
DB01239,N05AF03,x-atc,DRUGBANK
DB01240,B01AC09,x-atc,DRUGBANK
DB01241,C10AB04,x-atc,DRUGBANK
DB01242,N06AA04,x-atc,DRUGBANK
DB01244,C08EA02,x-atc,DRUGBANK
DB01246,R06AD01,x-atc,DRUGBANK
DB01247,N06AF01,x-atc,DRUGBANK
DB01248,L01CD02,x-atc,DRUGBANK
DB01249,V08AB09,x-atc,DRUGBANK
DB01250,A07EC03,x-atc,DRUGBANK
DB01251,A10BB08,x-atc,DRUGBANK
DB01252,A10BX08,x-atc,DRUGBANK
DB01253,G02AB03,x-atc,DRUGBANK
DB01254,L01XE06,x-atc,DRUGBANK
DB01255,N06BA12,x-atc,DRUGBANK
DB01256,D06AX13,x-atc,DRUGBANK
DB01257,L04AA25,x-atc,DRUGBANK
DB01259,L01XE07,x-atc,DRUGBANK
DB01260,S01BA11,x-atc,DRUGBANK
DB01261,A10BH51,x-atc,DRUGBANK
DB01262,L01BC08,x-atc,DRUGBANK
DB01263,J02AC04,x-atc,DRUGBANK
DB01264,J05AR14,x-atc,DRUGBANK
DB01265,J05AF11,x-atc,DRUGBANK
DB01266,D06BB12,x-atc,DRUGBANK
DB01267,N05AX13,x-atc,DRUGBANK
DB01268,L01XE04,x-atc,DRUGBANK
DB01269,L01XC08,x-atc,DRUGBANK
DB01270,S01LA04,x-atc,DRUGBANK
DB01271,A16AB09,x-atc,DRUGBANK
DB01272,A16AB07,x-atc,DRUGBANK
DB01273,N07BA03,x-atc,DRUGBANK
DB01275,C02DB02,x-atc,DRUGBANK
DB01276,A10BJ01,x-atc,DRUGBANK
DB01277,H01AC03,x-atc,DRUGBANK
DB01278,A10BX05,x-atc,DRUGBANK
DB01279,A16AB08,x-atc,DRUGBANK
DB01280,L01BB07,x-atc,DRUGBANK
DB01281,L04AA24,x-atc,DRUGBANK
DB01282,H01BB03,x-atc,DRUGBANK
DB01283,M01AH06,x-atc,DRUGBANK
DB01284,H01AA02,x-atc,DRUGBANK
DB01285,H01AA01,x-atc,DRUGBANK
DB01288,R03CC04,x-atc,DRUGBANK
DB01289,A10BB11,x-atc,DRUGBANK
DB01291,R03CC07,x-atc,DRUGBANK
DB01295,C07AB06,x-atc,DRUGBANK
DB01296,M01AX05,x-atc,DRUGBANK
DB01297,C07AB01,x-atc,DRUGBANK
DB01298,G01AE10,x-atc,DRUGBANK
DB01299,G01AE10,x-atc,DRUGBANK
DB01301,J01AA20,x-atc,DRUGBANK
DB01303,R03DA20,x-atc,DRUGBANK
DB01306,A10AD06,x-atc,DRUGBANK
DB01307,A10AE05,x-atc,DRUGBANK
DB01309,A10AB06,x-atc,DRUGBANK
DB01319,J05AE07,x-atc,DRUGBANK
DB01320,N03AB05,x-atc,DRUGBANK
DB01321,J01FA07,x-atc,DRUGBANK
DB01323,N06AX25,x-atc,DRUGBANK
DB01324,C03AA05,x-atc,DRUGBANK
DB01325,C03BA02,x-atc,DRUGBANK
DB01326,J01DC03,x-atc,DRUGBANK
DB01327,J01DB04,x-atc,DRUGBANK
DB01328,J01DC06,x-atc,DRUGBANK
